ID,Kael,angularity,surface_roughness,asymmetricity1,asymmetricity2,polygonality,area,perimeter,elongation,bulkiness,surface,circularity,sphericity
1_Drawing of 1_particle_1,0.890795953,1.796675773,0.090279868,0.534781869,22.48056227,3.0,6823,398,1.122485122,1.34645853,1.847484948,0.73571489,0.853594383
1_Drawing of 1_particle_2,0.676348293,2.283990686,0.13905169,0.934609348,47.21893235,3.0,6736,410,1.584415584,1.3945962,1.985892661,0.709613901,0.743643041
1_Drawing of 1_particle_3,0.497513335,2.206893158,0.147931814,0.515162853,30.76830433,2.449489743,6984,486,2.009348695,1.584514476,2.691277272,0.60956606,0.598028126
1_Drawing of 1_particle_4,0.764663889,2.628716066,0.135014027,1.117895924,89.29410383,3.464101615,7049,432,1.420263391,1.315228412,2.106833033,0.688945615,0.739842165
1_Drawing of 1_particle_5,0.523656539,1.961818855,0.080704607,0.890593968,76.36763839,2.828427125,6969,440,2.18191546,1.299296996,2.210675634,0.672569994,0.656009345
1_Drawing of 1_particle_6,0.394602079,1.658322461,0.113294706,1.655313776,60.51560878,4.242640687,7216,472,2.936028162,1.327220812,2.456844155,0.637986069,0.556269123
1_Drawing of 1_particle_7,0.350026706,1.447106735,0.099445105,2.13042223,167.210261,3.464101615,7328,538,3.441540218,1.400053739,3.143179814,0.564047121,0.498417446
1_Drawing of 1_particle_8,0.558569002,1.805087181,0.139032848,1.276801401,35.67290451,4.242640687,7230,462,1.972193878,1.402810977,2.349285455,0.65242727,0.566348873
1_Drawing of 10_particle_1,0.495620787,1.96516423,0.135050466,1.424460904,170.4833867,3.872983346,9607,532,2.222569791,1.388023493,2.344367056,0.653111296,0.610442521
1_Drawing of 10_particle_2,0.553943761,1.67563507,0.098752216,1.219098986,28.52327048,3.464101615,9599,536,2.097054666,1.332433085,2.381736563,0.647967373,0.611395567
1_Drawing of 10_particle_3,0.428633732,1.628003137,0.136635493,1.029467843,54.21252807,4.0,9648,592,2.605411687,1.443682167,2.890654953,0.58816865,0.564992723
1_Drawing of 10_particle_4,0.720373113,2.107646763,0.211088647,2.607064798,160.1835337,3.0,9674,498,1.474747475,1.494107918,2.04005905,0.700129909,0.691216023
1_Drawing of 10_particle_5,0.71905038,1.471052754,0.100715337,0.94301639,61.58694487,4.898979486,9595,472,1.447284121,1.248707328,1.847690195,0.735674026,0.778734558
1_Drawing of 11_particle_1,0.653621785,2.210834573,0.101664041,1.057671862,47.59259817,3.0,9870,516,1.75361193,1.443220912,2.146705093,0.682517524,0.659949802
1_Drawing of 11_particle_2,0.737876128,2.430740513,0.154644802,0.823036864,63.75927161,4.0,9857,476,1.512056623,1.432381316,1.829191964,0.739384526,0.732174129
1_Drawing of 11_particle_3,0.598033437,2.042964614,0.132571509,1.291004754,47.39012047,3.872983346,9943,516,1.734424755,1.367695103,2.130944309,0.685036875,0.718554077
1_Drawing of 11_particle_4,0.958113228,1.318427627,0.097730142,1.159041255,57.39161609,4.242640687,9844,456,1.116521706,1.301781261,1.680924535,0.771304547,0.816316485
1_Drawing of 11_particle_5,0.791747417,1.712340797,0.185949728,0.853410521,68.45095967,3.0,9946,508,1.352375981,1.442391118,2.064757754,0.695929822,0.678574968
1_Drawing of 11_particle_6,0.569908789,3.277560708,0.266300478,1.272284612,23.43766508,3.0,10043,602,1.94993404,1.318125508,2.871571642,0.59011978,0.665661895
1_Drawing of 12_particle_1,0.680478487,1.172870276,0.066834554,0.969318669,29.41537264,4.0,9848,486,1.616414729,1.325482132,1.908598748,0.723840173,0.745569426
1_Drawing of 12_particle_2,0.651806549,1.611210895,0.125044138,1.563810062,33.76755824,3.464101615,9838,514,1.761034739,1.311635994,2.137024769,0.684061616,0.680549718
1_Drawing of 12_particle_3,0.605056024,1.891809598,0.134101441,0.841168556,65.45897591,4.472135955,10098,524,1.795844221,1.367839377,2.163801132,0.679815916,0.67595621
1_Drawing of 12_particle_4,0.839843893,2.872614375,0.195452401,2.187762548,46.7889916,3.0,10002,546,1.301276086,1.577564178,2.371857379,0.649315417,0.687916679
1_Drawing of 12_particle_5,0.887222669,2.261188103,0.184048038,0.610697956,22.52390386,3.0,9879,512,1.124331651,1.490756341,2.111626349,0.68816323,0.715513483
1_Drawing of 13_particle_1,0.994527705,2.146724241,0.148766706,0.679934116,43.0073392,3.0,10103,510,1.065350562,1.394547078,2.048708339,0.698650433,0.775687237
1_Drawing of 13_particle_2,0.89406573,2.244462226,0.115326549,0.769946568,44.3415433,3.0,10095,496,1.187218211,1.309109737,1.939309682,0.71808593,0.754425535
1_Drawing of 13_particle_4,0.477617234,1.679255816,0.162756552,1.443554349,91.59651208,3.0,10769,586,2.351061348,1.483382369,2.537523022,0.627761973,0.573123289
1_Drawing of 13_particle_5,0.914644359,1.439965809,0.098993432,0.772616566,78.02036421,3.872983346,10229,478,1.123954048,1.314877275,1.777512856,0.750055888,0.837317152
1_Drawing of 13_particle_6,0.632351316,1.939051332,0.113629955,1.421429108,126.1654509,4.898979486,10260,512,1.726393143,1.377600457,2.033212154,0.701307771,0.681631391
1_Drawing of 13_particle_7,0.775518813,1.802337966,0.13631807,0.877429314,1093.266117,3.464101615,10343,504,1.465799414,1.311380312,1.954360535,0.715315536,0.638009756
1_Drawing of 13_particle_8,0.829232699,2.056043373,0.082719942,0.974434358,40.97047638,4.898979486,10361,498,1.205058954,1.277182632,1.904790199,0.724563456,0.790959667
1_Drawing of 14_particle_1,0.832451821,1.395457736,0.054102806,0.977977886,411.4486234,3.464101615,10387,478,1.271759339,1.375699714,1.750474536,0.755826477,0.815106319
1_Drawing of 14_particle_2,0.913601295,1.668422206,0.085946894,0.673385506,38.39137948,5.656854249,10312,472,1.063870504,1.261001219,1.719219106,0.762666,0.810072624
1_Drawing of 14_particle_3,0.905955439,1.580272193,0.179266702,1.158159476,55.85942066,3.872983346,10338,456,1.112149533,1.231669569,1.600601772,0.790420787,0.726475671
1_Drawing of 14_particle_4,0.424694505,1.726725857,0.131432097,2.05954207,51.92961464,4.242640687,10536,616,2.925023579,1.299058922,2.865997441,0.590693376,0.562335463
1_Drawing of 14_particle_5,0.830715834,1.715875148,0.058488435,0.957033653,68.23686272,4.472135955,10432,494,1.202136337,1.262555563,1.861557501,0.732928775,0.818419049
1_Drawing of 15_particle_1,0.656514451,1.897985502,0.195969038,0.518515386,19.07111534,3.0,10587,524,1.542758665,1.385405506,2.063857923,0.696081516,0.738015804
1_Drawing of 15_particle_2,0.7756528,1.776721771,0.228612608,0.533931718,22.2018382,3.0,10585,546,1.248561448,1.61783744,2.24122036,0.667971173,0.666162866
1_Drawing of 15_particle_3,0.736982985,1.860919392,0.126103351,0.800450408,58.61079227,3.0,10607,512,1.407554822,1.364718741,1.966697153,0.713068506,0.769305728
1_Drawing of 15_particle_4,0.846124102,1.96906008,0.177654473,1.270089972,79.14135924,3.0,10573,504,1.274802779,1.329665384,1.911846308,0.723225136,0.717451591
1_Drawing of 15_particle_5,0.659355049,2.135593426,0.162882123,0.991370415,38.46953629,3.0,10632,544,1.571155369,1.423736498,2.214996108,0.671913731,0.68877017
1_Drawing of 15_particle_7,0.546209729,2.238009669,0.112356204,1.522322394,113.473325,5.196152423,10749,544,1.946607071,1.39221425,2.190886466,0.675600658,0.657764307
1_Drawing of 15_particle_8,0.70282303,2.016963928,0.087829289,0.57484169,66.0374003,3.464101615,10701,504,1.487073974,1.315260864,1.88897776,0.727589759,0.746787499
1_Drawing of 16_particle_1,0.552456343,1.961698103,0.089927628,0.852796459,19.8960111,3.0,10683,532,1.96637215,1.352874794,2.108240598,0.68871559,0.685836971
1_Drawing of 16_particle_2,0.694182588,1.581448784,0.10284747,1.551767135,49.60336598,3.464101615,10630,526,1.536878599,1.477743003,2.071230152,0.694841614,0.640061841
1_Drawing of 16_particle_3,0.521585094,1.748627915,0.198954297,1.298255287,45.46458048,3.0,10634,566,2.004440975,1.453894132,2.397321843,0.645857681,0.603006397
1_Drawing of 16_particle_4,0.555286489,1.761054875,0.1366617,1.138424758,54.47543668,4.0,10718,580,2.017214421,1.517078258,2.497654546,0.63275242,0.602475356
1_Drawing of 16_particle_5,0.835449717,2.334744644,0.128188979,1.760199891,163.2999936,6.0,10701,526,1.235414343,1.29154027,2.05748776,0.697158248,0.77835832
1_Drawing of 17_particle_1,0.595367792,2.107643858,0.127578851,2.313802283,53.59811757,4.0,11049,574,1.985300972,1.279227803,2.372962894,0.649164148,0.634732857
1_Drawing of 17_particle_2,0.749851598,1.388362839,0.06746023,0.683106195,311.3332178,3.464101615,11493,510,1.438024622,1.382563509,1.800931032,0.745163303,0.750630649
1_Drawing of 17_particle_3,0.889825536,1.701905911,0.247503515,1.570812172,45.27817597,3.0,11070,526,1.176129869,1.49062058,1.988904834,0.709076346,0.661008747
1_Drawing of 17_particle_4,0.874887247,1.613345761,0.217290732,2.723191264,67.15175713,2.449489743,11617,560,1.174273972,1.489481307,2.148187577,0.682281978,0.729154677
1_Drawing of 17_particle_5,0.749923183,2.033385922,0.18442477,1.205356566,31.36758108,3.464101615,11246,540,1.367376554,1.539848547,2.063381709,0.696161837,0.698962858
1_Drawing of 17_particle_6,0.869527801,2.034153922,0.17163732,1.393574694,54.0996274,2.449489743,11094,502,1.210916658,1.362003356,1.807629452,0.743781369,0.761904135
1_Drawing of 17_particle_7,0.7122246,1.77720703,0.198228148,0.64652155,38.2188422,3.0,11382,552,1.533333333,1.485239852,2.130343867,0.685133408,0.712131431
1_Drawing of 18_particle_1,0.78897824,1.548761305,0.108228563,2.066184623,57.83577282,4.242640687,11215,516,1.375304508,1.347901539,1.889253612,0.727536639,0.709846095
1_Drawing of 18_particle_2,0.759779023,1.901011008,0.116149769,1.010371957,86.59413025,3.0,11195,524,1.364324571,1.392379929,1.951769882,0.715790111,0.745262255
1_Drawing of 18_particle_3,0.453724486,2.061277562,0.1784212,1.028166677,104.526358,3.0,11271,616,2.428907299,1.523864976,2.679101148,0.610949684,0.575493209
1_Drawing of 18_particle_4,0.949309549,1.836376001,0.19666954,0.931365273,35.36051525,3.0,11468,538,1.057019181,1.43032251,2.008477649,0.705612878,0.724670907
1_Drawing of 19_particle_1,0.749255618,1.968610892,0.108001341,1.386847079,131.0487409,5.477225575,11251,504,1.455844155,1.27724974,1.796635945,0.746053476,0.75404807
1_Drawing of 19_particle_2,0.899108518,1.978503136,0.169424881,0.470572825,16.5293226,3.0,11217,514,1.129385242,1.364695706,1.874302369,0.730432642,0.717826604
1_Drawing of 19_particle_3,0.528393331,1.457952574,0.102918346,1.011746642,57.72568767,4.0,11353,582,2.29619467,1.241137062,2.374244647,0.648988896,0.65574258
1_Drawing of 19_particle_4,0.894500443,1.265278138,0.055474217,1.589802297,44.86906879,3.464101615,11229,494,1.111562377,1.299770541,1.729429855,0.760411233,0.886289718
1_Drawing of 19_particle_5,0.68037165,2.032684495,0.127116241,1.043327377,77.69718016,3.464101615,11348,532,1.569787594,1.392823517,1.984696361,0.709827733,0.70327655
1_Drawing of 19_particle_6,0.840255406,2.510276509,0.122034483,0.813947541,48.99876867,3.0,11528,548,1.224631478,1.481280858,2.072990373,0.694546548,0.774045474
1_Drawing of 19_particle_7,0.766870033,1.884929912,0.086136278,0.922065051,68.62367061,5.291502622,11504,518,1.348116775,1.374231028,1.856097486,0.734005998,0.799648312
1_Drawing of 19_particle_8,0.861221819,2.431530733,0.091737995,1.587102202,66.26285581,3.872983346,11417,522,1.192645518,1.396305449,1.899236906,0.72562198,0.847652448
1_Drawing of 2_particle_1,0.674265465,1.619119757,0.202889955,1.454415478,27.0700718,3.872983346,7413,430,1.687271383,1.48265238,1.984874476,0.709795884,0.665672866
1_Drawing of 2_particle_2,0.540283791,1.63345829,0.10253757,0.659259533,43.55798443,2.449489743,7431,470,2.116222542,1.286236121,2.365585179,0.650175656,0.642580585
1_Drawing of 2_particle_3,0.646751605,2.014538373,0.138848319,0.74353163,27.48125256,4.242640687,7495,454,1.617917526,1.599031328,2.188417628,0.675981636,0.668624438
1_Drawing of 2_particle_4,0.895830737,1.922086134,0.177730543,1.527031853,41.62383993,3.464101615,7584,456,1.090209348,1.515754725,2.181832954,0.677000909,0.649946222
1_Drawing of 2_particle_5,0.612291225,2.238531189,0.106734009,0.908731251,41.70962877,4.0,7903,486,1.865477859,1.350876861,2.378322216,0.648432321,0.659316674
1_Drawing of 20_particle_1,0.656876115,1.649294565,0.211683862,0.903138745,27.79306403,3.872983346,11538,528,1.598544651,1.388030002,1.922770483,0.721167716,0.693294081
1_Drawing of 20_particle_2,0.725002338,1.774938869,0.266187057,0.488217418,42.41823196,3.872983346,11512,528,1.365046549,1.374335568,1.927113084,0.72035471,0.62284278
1_Drawing of 20_particle_3,0.823648269,2.337965331,0.105849872,1.9002024,53.69284356,5.291502622,11561,558,1.330370392,1.407103423,2.143202132,0.683075067,0.758716049
1_Drawing of 20_particle_4,0.761096674,1.737667614,0.144076774,0.514140794,51.54922921,3.872983346,11612,538,1.406958043,1.354371822,1.983570589,0.710029135,0.715032435
1_Drawing of 20_particle_5,0.89915152,1.980060695,0.113099712,0.753503872,128.3936616,3.872983346,11468,520,1.171493296,1.358373044,1.87632964,0.730037939,0.734577873
1_Drawing of 20_particle_6,0.737483325,1.757938075,0.203671969,1.31012405,28.42223131,3.464101615,11557,556,1.442650122,1.531477139,2.128602686,0.685413568,0.632276759
1_Drawing of 21_particle_1,0.759949803,1.80731813,0.103432419,1.162014828,52.03722594,3.464101615,11462,544,1.385161354,1.351307945,2.054601171,0.697647809,0.771358214
1_Drawing of 21_particle_2,0.83184546,1.370448717,0.114753547,0.954969896,40.68355088,4.0,11455,504,1.261879487,1.301362628,1.764639984,0.752786708,0.849493572
1_Drawing of 21_particle_3,0.925010402,2.079482084,0.155493656,2.351772885,182.4452526,3.464101615,11542,566,1.053070377,1.451180768,2.208726432,0.6728667,0.741056507
1_Drawing of 21_particle_4,0.879671314,2.530595812,0.082829532,0.778074495,33.33794503,3.464101615,11505,552,1.195953676,1.348857141,2.107568352,0.68882542,0.783189135
1_Drawing of 21_particle_5,0.724578023,2.098055103,0.106556889,0.942991093,64.70286916,4.0,11512,526,1.533683058,1.349626655,1.912541393,0.723093701,0.68908725
1_Drawing of 21_particle_6,0.788831468,1.773358364,0.173867991,0.462895767,72.45141743,3.0,11602,546,1.324530154,1.488756417,2.044761033,0.699324462,0.755886536
1_Drawing of 21_particle_7,0.410759722,2.046028651,0.231138244,1.301728951,31.11657362,3.0,11666,630,2.464461864,1.479980779,2.707380289,0.607750561,0.513556733
1_Drawing of 22_particle_2,0.789690817,1.297726776,0.107825942,0.601019446,410.4275772,3.0,11706,514,1.395411846,1.35473487,1.796006294,0.746184241,0.679905393
1_Drawing of 22_particle_3,0.85077572,1.310335918,0.119327836,0.950057801,40.27231695,3.872983346,11682,494,1.220474329,1.258989139,1.662366705,0.775597828,0.791837592
1_Drawing of 22_particle_4,0.916374593,2.3616447,0.127315462,1.576243474,62.18527743,3.464101615,11980,538,1.092270338,1.327074367,1.922639539,0.721192274,0.797702675
1_Drawing of 22_particle_5,0.864125572,2.106693231,0.172031855,1.145026058,87.79405709,3.0,11805,554,1.232815159,1.534532047,2.068919886,0.695229454,0.739041516
1_Drawing of 23_particle_1,0.729797088,1.919826652,0.09781001,0.901827063,29.38673187,3.0,12106,558,1.499316194,1.3820491,2.046717318,0.698990169,0.722183609
1_Drawing of 23_particle_2,0.8101242,1.527784088,0.097318843,0.827368438,29.40080818,3.0,12063,518,1.347670287,1.355690557,1.770085839,0.751627803,0.723839519
1_Drawing of 23_particle_3,0.681050937,1.81168196,0.112011297,0.649083808,74.91252256,3.464101615,12145,542,1.582524272,1.38237958,1.92482473,0.720782784,0.709368369
1_Drawing of 23_particle_4,0.79607474,2.743503056,0.104637566,0.964915189,73.20218727,3.0,12199,576,1.242347098,1.461323508,2.164267169,0.679742719,0.772095966
1_Drawing of 23_particle_5,0.711814044,1.73143659,0.176825886,0.805755703,64.6909061,3.872983346,12127,550,1.498371386,1.410448881,1.985007433,0.709772112,0.694039237
1_Drawing of 23_particle_6,0.931711168,2.187317297,0.090933612,1.104913798,76.28351025,3.872983346,12459,556,1.072913786,1.27660917,1.97449725,0.711658651,0.862571497
1_Drawing of 23_particle_7,0.762510047,1.896198213,0.195678715,1.526880754,48.30224842,3.464101615,12273,546,1.352481598,1.481015688,1.932968101,0.719262895,0.764798515
1_Drawing of 23_particle_8,0.623995436,1.748001986,0.0931381,1.719985904,81.89669616,3.464101615,12228,530,1.755319149,1.268400393,1.82804316,0.739616817,0.704428041
1_Drawing of 24_particle_1,0.830478131,1.910452878,0.054020211,0.730254418,29.29344983,4.0,12303,532,1.292532402,1.357530997,1.830637593,0.739092528,0.843797536
1_Drawing of 24_particle_2,0.616872924,2.144338792,0.133128556,0.9950028,88.60718854,3.464101615,12438,600,1.592026031,1.505830658,2.303255327,0.658914338,0.645979702
1_Drawing of 24_particle_3,0.714628734,1.388404521,0.090644426,1.323705622,30.34854596,3.464101615,12309,544,1.545660006,1.31748315,1.913221108,0.722965242,0.73047762
1_Drawing of 24_particle_4,0.8571456,3.011395547,0.098523671,0.595092182,78.24665943,2.449489743,12429,598,1.246838239,1.345335611,2.2895826,0.660878833,0.760196732
1_Drawing of 25_particle_1,0.817491258,2.316239446,0.095890652,0.914242515,32.01778432,3.0,12411,536,1.266211106,1.34757701,1.842098885,0.736789673,0.794891514
1_Drawing of 25_particle_2,0.796385455,1.640279155,0.109764536,0.921099212,60.86790957,3.464101615,12445,526,1.210506598,1.311539578,1.769158418,0.751824784,0.765897788
1_Drawing of 25_particle_3,0.849348892,2.217395715,0.142767516,0.777618753,46.73778656,3.0,12697,556,1.211669488,1.356225314,1.937486118,0.718423782,0.741697083
1_Drawing of 25_particle_4,0.574470623,1.589955621,0.10072071,1.668334376,34.49035315,3.0,12576,594,2.040834154,1.325127246,2.232649233,0.669252114,0.603939413
1_Drawing of 25_particle_5,0.856781408,1.747419753,0.074596849,0.796499354,23.15982295,4.472135955,12511,526,1.230088496,1.255455199,1.759825475,0.753815737,0.838977583
1_Drawing of 25_particle_6,0.871654222,1.459768012,0.098477017,0.529932404,34.84427435,3.464101615,12661,542,1.213582338,1.269537788,1.846378355,0.735935325,0.792167157
1_Drawing of 25_particle_7,0.665605489,2.062248703,0.108641756,1.111558806,27.86637003,4.0,12819,592,1.635502846,1.465262185,2.175601762,0.677969722,0.635185946
1_Drawing of 25_particle_8,0.549010426,2.007152232,0.136464918,0.671311116,25.8427176,3.464101615,12688,578,2.02103368,1.367929433,2.095331022,0.69083396,0.643914992
1_Drawing of 26_particle_1,0.831662714,1.750142756,0.130630382,0.67471786,28.63003579,3.0,12682,550,1.247517197,1.489852858,1.898137923,0.72583201,0.67897833
1_Drawing of 26_particle_2,0.937463924,1.464750104,0.045629116,0.93899208,93.89463824,4.0,12709,528,1.043500813,1.243460085,1.745607509,0.756879425,0.850747147
1_Drawing of 26_particle_3,0.620739081,1.754473977,0.087216366,0.956000282,40.49723615,4.0,12730,566,1.802206114,1.323564462,2.002601765,0.706647298,0.676013592
1_Drawing of 26_particle_4,0.754838648,1.717744595,0.129404541,1.035447899,45.97010231,4.472135955,12647,536,1.390176006,1.348912019,1.807724303,0.743761856,0.725077083
1_Drawing of 26_particle_5,0.852244559,2.004621101,0.117078876,0.885622982,46.04402136,3.464101615,12662,538,1.24335922,1.317809498,1.819082426,0.741436242,0.816433959
1_Drawing of 27_particle_1,0.881393038,2.252557846,0.08860801,0.879703324,28.39965567,3.872983346,12645,552,1.189392551,1.37862926,1.91756219,0.722146434,0.833770194
1_Drawing of 27_particle_2,0.919366186,1.829269776,0.192268164,2.316851203,196.3144927,3.464101615,12692,594,1.050730617,1.509056791,2.212243677,0.672331592,0.649533646
1_Drawing of 27_particle_3,0.741234597,2.339528613,0.155045983,1.029659115,21.05656486,3.464101615,12753,566,1.405021121,1.403644138,1.998990079,0.707285379,0.695792598
1_Drawing of 27_particle_4,0.588942188,2.304705377,0.126342138,1.896394002,51.91879798,3.872983346,12713,596,1.870755956,1.348703916,2.223487071,0.670629565,0.632170085
1_Drawing of 27_particle_5,0.744932053,1.5326153,0.064409161,1.078626038,33.45240884,3.464101615,13443,576,1.447498432,1.407600238,1.963988336,0.713560084,0.786080363
1_Drawing of 27_particle_6,0.856025615,1.398707952,0.059441343,1.173964522,57.05102627,4.898979486,12831,516,1.206896552,1.259457,1.65131161,0.778189708,0.846383857
1_Drawing of 27_particle_7,0.771165826,1.664493192,0.160205602,1.629040961,44.0381988,3.464101615,12801,560,1.355710059,1.491648183,1.949495749,0.716207482,0.685309833
1_Drawing of 27_particle_8,0.665451801,1.744736418,0.24266064,1.237091227,39.5514966,3.872983346,13002,586,1.519331975,1.562414366,2.10172169,0.689782857,0.654549167
1_Drawing of 27_particle_9,0.727121644,2.303401007,0.134090991,1.694994076,62.37763173,3.464101615,13047,596,1.411447533,1.362286795,2.166566347,0.679381949,0.742787558
1_Drawing of 28_particle_1,0.653228529,1.576998406,0.222410891,0.885420329,38.95412872,3.464101615,12823,606,1.65214331,1.465327581,2.279007435,0.66241038,0.682085995
1_Drawing of 28_particle_2,0.733768011,2.211558071,0.104892153,1.038400199,68.47238358,3.464101615,13002,586,1.483696624,1.408768773,2.10172169,0.689782857,0.703521371
1_Drawing of 28_particle_3,0.830830947,1.108082469,0.036061508,0.949231298,25.63893351,3.872983346,12766,512,1.267857143,1.245809181,1.634087161,0.782280295,0.846053246
1_Drawing of 29_particle_1,0.661974384,1.953123701,0.105148472,1.260547686,48.21278716,3.0,12962,580,1.655593498,1.350192197,2.065257015,0.695845699,0.717911587
1_Drawing of 29_particle_2,0.759647634,1.579042468,0.124354862,0.882651661,89.55755163,3.464101615,12963,554,1.379914424,1.277825028,1.884100845,0.728530818,0.751478646
1_Drawing of 29_particle_3,0.925526552,2.493648136,0.147057018,0.670278824,39.41260843,3.0,12982,582,1.089032725,1.327530634,2.076321019,0.69398926,0.702423621
1_Drawing of 29_particle_4,0.663435088,2.39658645,0.099934138,2.26904559,95.25853172,6.32455532,12970,582,1.557505337,1.400873808,2.078242056,0.693668439,0.651934887
1_Drawing of 29_particle_5,0.800377626,2.097322211,0.111192502,0.925592264,20.47249801,3.464101615,13037,562,1.353265209,1.459124767,1.927902656,0.720207184,0.762110897
1_Drawing of 29_particle_6,0.589529981,1.690181177,0.100175189,2.415196522,146.8449326,4.0,13202,576,1.858794632,1.340966472,1.99984057,0.707134966,0.684972393
1_Drawing of 3_particle_1,0.673274806,1.997890976,0.151415375,1.080303214,27.36809224,3.464101615,8048,470,1.613220813,1.44644738,2.184227568,0.676629702,0.660285658
1_Drawing of 3_particle_2,0.633728703,2.163136808,0.096207369,1.028179383,36.07202928,4.0,7628,450,1.659053763,1.379392148,2.112537754,0.688014768,0.684069305
1_Drawing of 3_particle_3,0.490833277,1.783505695,0.236628192,1.484850782,106.6407985,3.464101615,7784,468,2.199534802,1.539137695,2.239128485,0.668283122,0.57778462
1_Drawing of 3_particle_4,0.756301911,1.618338659,0.104591821,1.816778518,65.26923813,4.582575695,7618,444,1.42240752,1.406750292,2.059278607,0.696855041,0.72980254
1_Drawing of 3_particle_5,0.607189782,3.048878782,0.200245739,1.515612971,37.49152264,3.0,7786,492,1.625548893,1.482691357,2.474035586,0.635765605,0.694290984
1_Drawing of 3_particle_6,0.517114552,1.974388026,0.155823206,0.703490304,27.76200295,3.464101615,7851,490,2.137527991,1.468795248,2.433645512,0.641019647,0.561117489
1_Drawing of 3_particle_7,0.719853445,2.067441131,0.102060723,1.878917415,312.5696798,4.898979486,8017,468,1.419384765,1.337656964,2.174052155,0.678211299,0.737216381
1_Drawing of 30_particle_1,0.887103549,1.948790405,0.095192977,1.374148011,47.3456467,4.242640687,13136,570,1.078195254,1.305239443,1.9682339,0.712790079,0.814224315
1_Drawing of 30_particle_2,0.902825843,2.491253825,0.102886821,1.055104245,121.5251112,3.872983346,13222,570,1.092904449,1.259608317,1.955431894,0.715119553,0.803655204
1_Drawing of 30_particle_3,0.698004351,2.042844183,0.210223819,0.880674775,86.4954864,3.0,13088,586,1.516649016,1.352614843,2.087911478,0.692060336,0.664576213
1_Drawing of 30_particle_4,0.861341919,1.871214442,0.149180617,0.781701909,52.94996463,3.872983346,13535,566,1.174603175,1.377761359,1.883496156,0.728647755,0.732391386
1_Drawing of 30_particle_5,0.882834593,1.941460559,0.109230614,0.810641693,43.85740065,3.0,13063,544,1.144722697,1.377921623,1.802789453,0.744779125,0.807490453
1_Drawing of 30_particle_6,0.799392981,1.849710773,0.091122885,0.854010802,24.43292672,3.464101615,13109,550,1.213300944,1.32047005,1.836309798,0.737950148,0.774253773
1_Drawing of 31_particle_1,0.919593131,1.570487121,0.12960022,1.22263371,84.64061469,3.0,13230,554,1.112546241,1.377176548,1.846077041,0.735995382,0.773674027
1_Drawing of 31_particle_2,0.751285369,2.41720799,0.109457611,1.072361266,44.40825301,3.0,13197,594,1.395121007,1.48747563,2.127589357,0.685576773,0.766071229
1_Drawing of 31_particle_3,0.580733242,1.767099214,0.094465027,0.781754447,24.44794595,3.872983346,13237,594,1.853648144,1.341478528,2.121160138,0.686614976,0.691885784
1_Drawing of 31_particle_4,0.83743235,1.718698509,0.14720324,0.822463022,49.71965899,3.872983346,13761,576,1.235210149,1.373779803,1.91860295,0.721950541,0.698619239
1_Drawing of 31_particle_5,0.795223603,2.207280929,0.131108275,2.064268588,130.326614,3.872983346,13239,572,1.236348645,1.323602025,1.966649705,0.713077108,0.744778803
1_Drawing of 31_particle_6,0.574935392,2.012116492,0.159209186,1.263194815,107.6956144,3.0,13392,636,1.690269505,1.566506955,2.403581909,0.645016073,0.683801058
1_Drawing of 31_particle_7,0.793407675,2.041042565,0.116505389,1.027725014,37.50959152,3.872983346,13322,584,1.375955837,1.266896612,2.037259731,0.700610755,0.790910755
1_Drawing of 31_particle_8,0.692966491,1.674402984,0.072595978,1.104528693,49.45238384,4.898979486,13337,576,1.517633026,1.350526133,1.979597751,0.710741254,0.746629836
1_Drawing of 32_particle_1,0.781603352,1.915284243,0.080195684,1.700041611,80.79580337,3.464101615,13660,580,1.353651089,1.312029107,1.959726312,0.71433559,0.80651428
1_Drawing of 32_particle_2,0.899617973,2.682777989,0.122635536,0.842393939,38.71952344,3.0,13627,602,1.065734393,1.400625195,2.116327438,0.687398482,0.742283359
1_Drawing of 32_particle_3,0.656362401,1.227525023,0.082094242,1.549201169,38.50117895,3.0,13499,570,1.724861607,1.327885013,1.915306356,0.722571578,0.719044393
1_Drawing of 32_particle_4,0.454229887,2.030135943,0.178499159,0.802149042,59.13869687,3.0,13786,646,2.455124621,1.383964337,2.408889607,0.644305073,0.581465726
1_Drawing of 32_particle_5,0.815869524,2.197140881,0.102716615,0.691752115,28.25659923,3.0,13775,596,1.302486748,1.407438368,2.052064692,0.698078843,0.811518748
1_Drawing of 33_particle_1,0.701527757,1.843587271,0.121428748,1.195564022,78.02426026,2.449489743,13893,612,1.542739952,1.333971373,2.145344022,0.682733995,0.667664242
1_Drawing of 33_particle_2,0.613928797,1.604833939,0.092812329,1.055065798,61.56576141,4.472135955,13787,608,1.823801112,1.260216087,2.133671317,0.684598969,0.706692431
1_Drawing of 33_particle_4,0.71495948,1.715654137,0.114443317,1.038574988,42.16911083,4.0,13796,602,1.571159138,1.305724919,2.09040258,0.691647854,0.687303105
1_Drawing of 33_particle_5,0.405208683,1.729105645,0.162079142,1.591815643,33.78765367,3.464101615,13928,718,2.737797606,1.522839244,2.945440583,0.582672963,0.551107154
1_Drawing of 33_particle_6,0.512787094,1.600857924,0.105411481,1.480445835,52.29821148,3.464101615,13880,630,2.28674809,1.296649107,2.275525825,0.662916938,0.612717703
