ID,Kael,angularity,surface_roughness,asymmetricity1,asymmetricity2,polygonality,area,perimeter,elongation,bulkiness,surface,circularity,sphericity
2_Drawing of 11_particle_4,0.576632538,1.884537115,0.11881217,1.405561973,146.8912744,4.472135955,10216,504,1.892228599,1.291493961,1.978656129,0.710910351,0.666251149
2_Drawing of 11_particle_5,0.817787053,1.536988316,0.144355459,0.469050562,39.68903449,3.464101615,10278,466,1.27347999,1.228362901,1.681331525,0.771211189,0.742018683
2_Drawing of 11_particle_6,0.860274418,1.391012394,0.048212976,1.202446538,36.64218496,4.0,10350,472,1.168525013,1.320177798,1.712906997,0.76406993,0.855588574
2_Drawing of 11_particle_7,0.753179759,1.868965577,0.086793142,1.275670898,47.34707642,3.464101615,10244,486,1.412199969,1.456422169,1.834818476,0.738249986,0.659053224
2_Drawing of 12_particle_1,0.575082679,1.51143875,0.109820826,1.30076951,49.72659892,4.898979486,10361,502,1.860956329,1.261481924,1.935512126,0.718790042,0.713471796
2_Drawing of 12_particle_2,0.757648686,1.304801541,0.07893493,1.396570557,66.73224264,3.464101615,10396,476,1.405863479,1.356127962,1.734354097,0.759330972,0.779019152
2_Drawing of 12_particle_3,0.969872557,2.18074628,0.066415007,1.097856059,31.55082959,4.242640687,10370,496,1.104871832,1.271661511,1.887881508,0.727800976,0.844451642
2_Drawing of 12_particle_4,0.707195192,2.425690698,0.164087534,1.337120344,73.46765305,3.872983346,10540,540,1.456836207,1.394697118,2.201593046,0.673955897,0.715630656
2_Drawing of 12_particle_5,0.685136687,2.013266286,0.086482808,1.621893,62.46782511,4.0,10393,516,1.518939168,1.444042,2.038677885,0.700367031,0.713141426
2_Drawing of 13_particle_1,0.661135618,2.213028685,0.127242177,1.100500615,32.33834475,4.242640687,10357,514,1.66633127,1.479898682,2.029936243,0.701873428,0.673992428
2_Drawing of 13_particle_2,0.906710965,2.138835304,0.064087656,0.865059388,184.2882489,3.464101615,10292,490,1.081971296,1.31774527,1.856446844,0.73393693,0.855572529
2_Drawing of 13_particle_3,0.742586906,1.810181582,0.113733436,0.94011287,81.63386047,3.0,10466,518,1.416862797,1.435414538,2.040182063,0.700108801,0.741918095
2_Drawing of 13_particle_4,0.502839506,2.346516164,0.189902131,1.148656373,73.38398096,5.477225575,10568,560,2.183536091,1.362278364,2.361420806,0.650748697,0.634516776
2_Drawing of 13_particle_5,0.885559129,2.096567439,0.082762079,1.054035399,120.7127858,3.0,10432,512,1.172199904,1.242007016,1.999689101,0.707161747,0.789260069
2_Drawing of 13_particle_6,0.727731406,2.240116254,0.148160901,0.617075055,26.61014684,3.464101615,10526,514,1.436677225,1.263947841,1.997344639,0.707576655,0.68794248
2_Drawing of 13_particle_7,0.552838828,2.183207418,0.111723346,1.682072188,68.55192483,6.0,10542,564,1.854597372,1.396558953,2.401183399,0.645338141,0.622076072
2_Drawing of 13_particle_8,0.298310066,1.769234361,0.189946641,1.691309004,28.43902124,4.242640687,10530,660,3.423889548,1.540445098,3.291922755,0.551156815,0.478280472
2_Drawing of 14_particle_1,0.62234715,2.082757807,0.171141599,1.265394699,62.92844332,3.464101615,10857,554,1.702805062,1.455579339,2.249571636,0.666730137,0.614591863
2_Drawing of 14_particle_2,0.809162626,2.014169833,0.152038816,0.926512098,71.37099716,3.0,10876,524,1.315317073,1.487878878,2.009016534,0.705518237,0.717899325
2_Drawing of 15_particle_1,0.694347765,1.952473718,0.230082305,0.528217733,25.46084197,3.0,10833,548,1.471918176,1.694850205,2.20598477,0.673284699,0.653615462
2_Drawing of 15_particle_2,0.75829746,2.065552946,0.133776866,1.157413686,41.23154123,5.291502622,10826,528,1.426658921,1.406371149,2.049226476,0.698562102,0.652471144
2_Drawing of 15_particle_3,0.753233499,2.096743369,0.080820548,1.025387859,151.2784072,4.0,10842,514,1.446806706,1.324146948,1.939130204,0.71811916,0.745285724
2_Drawing of 15_particle_4,0.714202907,2.044238032,0.098947133,0.810851244,50.59889689,3.0,11642,554,1.501074606,1.500359106,2.097886897,0.690413007,0.714804764
2_Drawing of 15_particle_5,0.844799473,2.034062278,0.212985899,0.897452067,78.75536505,3.872983346,10830,502,1.254340914,1.477222336,1.851693549,0.734878333,0.687564714
2_Drawing of 15_particle_6,0.772775522,1.191600848,0.067480195,1.671515918,35.26746951,3.464101615,10933,496,1.440441467,1.347978918,1.790664158,0.747296468,0.781888179
2_Drawing of 15_particle_7,0.881013619,2.733406967,0.133301082,1.710366452,67.22539388,3.464101615,11529,566,1.194794042,1.435916581,2.211216972,0.672487661,0.780264954
2_Drawing of 15_particle_8,0.780629474,2.383036666,0.136417527,0.611344497,22.109427,3.872983346,10937,530,1.353637677,1.437583519,2.043824793,0.699484618,0.706784712
2_Drawing of 16_particle_1,0.479568119,2.08730629,0.142138287,0.757342952,49.30445424,3.0,10902,586,2.275318203,1.551267669,2.506566265,0.63162659,0.564393897
2_Drawing of 16_particle_2,0.841746191,1.317303957,0.063329001,1.263656167,36.14654564,4.0,10939,506,1.325207463,1.395674134,1.862574047,0.73272874,0.789137971
2_Drawing of 16_particle_3,0.515026497,1.573644884,0.143191434,0.745912995,41.41079121,4.0,10883,524,2.199403761,1.303932079,2.007724325,0.705745243,0.651436966
2_Drawing of 16_particle_4,0.764088694,1.557663557,0.090897213,1.271401834,74.59476206,4.242640687,11596,526,1.449583877,1.390477912,1.898687178,0.725727017,0.770693376
2_Drawing of 16_particle_5,0.630696457,1.976921119,0.120943981,1.223531502,69.42983725,4.472135955,10909,552,1.663856962,1.403460809,2.222712796,0.670746361,0.682463302
2_Drawing of 17_particle_1,0.615639548,1.651414959,0.153078361,2.523886944,94.9248745,3.872983346,11417,542,1.674684589,1.444489002,2.047560336,0.698846261,0.641095232
2_Drawing of 17_particle_2,0.494527688,1.804189481,0.129975753,1.329075081,44.18117561,3.464101615,11087,598,2.179613734,1.637241011,2.566719774,0.624181326,0.560985434
2_Drawing of 17_particle_3,0.75106169,2.398335526,0.141220344,0.851590403,72.45334223,3.464101615,11049,552,1.40776699,1.351706037,2.19454918,0.675036632,0.756131881
2_Drawing of 17_particle_4,0.736515884,1.936393008,0.131123538,0.950275462,44.24271534,5.477225575,11108,520,1.408534002,1.376730044,1.937139747,0.718488008,0.753648708
2_Drawing of 17_particle_5,0.782486549,2.507081448,0.093272319,0.8380679,41.30301464,3.0,11306,546,1.32407657,1.373124371,2.09829449,0.690345948,0.801856451
2_Drawing of 17_particle_6,0.777178381,2.384000401,0.148230961,2.024261807,157.0133675,4.472135955,11124,578,1.364768203,1.38134475,2.389928084,0.64685596,0.750019749
2_Drawing of 17_particle_7,0.615157458,1.775561806,0.124828683,1.228844291,51.74403004,3.464101615,11114,528,1.756637175,1.328373173,1.996124332,0.707792906,0.653303013
2_Drawing of 17_particle_8,0.824147502,1.311097315,0.067073362,1.585254454,43.62161523,3.0,11112,478,1.295736104,1.211683836,1.63626521,0.781759472,0.83584686
2_Drawing of 17_particle_9,0.639589523,1.563008174,0.116623433,1.40697854,46.20103844,4.0,11116,514,1.714772878,1.360581778,1.891332284,0.727136729,0.717654591
2_Drawing of 18_particle_1,0.50255558,1.729592613,0.098064121,1.157976735,165.5869716,3.0,11260,596,2.282368499,1.388269733,2.510407738,0.631143142,0.586091034
2_Drawing of 18_particle_2,0.783319311,2.761589877,0.081403988,1.007275009,51.55339595,4.582575695,11307,540,1.362380322,1.261960324,2.052249996,0.698047327,0.795071703
2_Drawing of 18_particle_3,0.748426953,1.498920319,0.103205054,0.9339634,49.9498576,3.872983346,11245,504,1.392930562,1.301145349,1.797594576,0.745854519,0.769610858
2_Drawing of 18_particle_4,0.713701887,2.533334727,0.15856295,0.617028572,41.07196334,3.0,11202,540,1.473845154,1.521796373,2.071486404,0.694798635,0.691468565
2_Drawing of 18_particle_5,0.823384762,2.126047551,0.071649673,1.350069694,46.11786832,3.464101615,11287,512,1.299542293,1.346422518,1.848210924,0.735570381,0.799044878
2_Drawing of 19_particle_1,0.746030062,1.650763045,0.066639193,1.127794713,70.53432628,2.828427125,11379,514,1.480369799,1.316772177,1.847618391,0.735688321,0.747703706
2_Drawing of 19_particle_2,0.902492156,1.412564827,0.051016757,0.85556823,32.52258855,4.0,11515,494,1.153393052,1.331683098,1.686475714,0.770034094,0.85866577
2_Drawing of 19_particle_3,0.685515598,1.834163699,0.141813141,0.523938863,22.03365499,3.0,11393,530,1.588343542,1.454988409,1.962021571,0.713917637,0.686716688
2_Drawing of 19_particle_4,0.887345205,1.671475326,0.168787499,1.80396334,72.4205701,3.0,12147,538,1.175328889,1.44967103,1.896206609,0.726201551,0.687883201
2_Drawing of 19_particle_5,0.486648939,1.767065916,0.147729391,0.78567724,51.85346552,4.0,11441,550,2.310061575,1.294580317,2.104028069,0.689404693,0.574615974
2_Drawing of 19_particle_6,0.606813383,1.869348773,0.092630622,1.23953389,89.18931148,4.0,11795,556,1.774847278,1.425624797,2.085651653,0.692435162,0.680568754
2_Drawing of 19_particle_7,0.822394326,2.194191095,0.164472131,1.139161757,264.5715975,3.0,11527,522,1.334380962,1.482671081,1.881112844,0.729109196,0.655843446
2_Drawing of 19_particle_8,0.653374079,2.017983222,0.101834491,0.619374222,31.57305478,3.0,11594,552,1.644241538,1.457977648,2.091389847,0.691484584,0.670599599
2_Drawing of 2_particle_1,0.850136727,2.012135602,0.196557028,1.75177114,81.90899092,3.872983346,7852,430,1.178399233,1.365612588,1.873901489,0.730510768,0.709176584
2_Drawing of 2_particle_2,0.754905324,1.955200599,0.099344104,1.076210956,35.51847006,3.464101615,7891,448,1.434819444,1.333665989,2.024016836,0.702899023,0.74261916
2_Drawing of 2_particle_3,0.703380714,1.727921079,0.173890552,1.608902589,47.40137759,3.872983346,7972,438,1.438977357,1.420999407,1.915010092,0.722627469,0.716030598
2_Drawing of 2_particle_4,0.469228913,1.574938527,0.089346612,1.173232624,60.70757091,4.0,8112,510,2.397597001,1.498288334,2.55154097,0.626035163,0.562379389
2_Drawing of 20_particle_1,0.685396954,1.559629013,0.101589745,1.189087845,87.9851829,4.898979486,11686,544,1.601067793,1.278907769,2.015218092,0.704431833,0.744891423
2_Drawing of 20_particle_2,0.692147693,1.24473728,0.085159045,1.08475644,47.09027539,4.242640687,11654,526,1.566974777,1.357716118,1.889237731,0.727539697,0.767808467
2_Drawing of 20_particle_3,0.673802657,1.734266399,0.117649586,0.929206005,135.7909171,3.0,12082,554,1.503384861,1.416001388,2.021486447,0.703338811,0.703022068
2_Drawing of 20_particle_4,0.556218473,2.091932879,0.153783098,1.22204711,58.21924846,3.464101615,11904,600,1.937765309,1.356711793,2.40657676,0.644614604,0.60708857
2_Drawing of 21_particle_1,0.336860498,1.67813137,0.168754446,1.763577218,63.9065827,3.0,11660,684,3.428804162,1.375192599,3.193035809,0.559626286,0.503979299
2_Drawing of 21_particle_2,0.849744101,2.036079944,0.106738057,2.125613684,55.42245269,4.242640687,11557,520,1.180706441,1.313113141,1.861880099,0.732865276,0.7770541
2_Drawing of 21_particle_3,0.531157738,1.571656592,0.105572425,0.82757506,51.55626533,3.464101615,11841,604,2.129303984,1.491683651,2.451746885,0.638648923,0.584772536
2_Drawing of 21_particle_4,0.512263925,1.427574335,0.088245323,1.610684402,49.21300074,4.0,11590,540,2.290205665,1.232856415,2.002138973,0.706728964,0.641935971
2_Drawing of 21_particle_5,0.720416886,1.9797521,0.150536496,1.402212511,35.87960679,4.898979486,11686,528,1.452830189,1.396885162,1.898419119,0.725778252,0.692428962
2_Drawing of 21_particle_6,0.507622452,1.690987116,0.137142998,1.21747956,36.30446053,3.0,11770,582,2.22725506,1.333735191,2.290127398,0.66080022,0.617585759
2_Drawing of 21_particle_7,0.51342486,1.827423638,0.153494863,0.586296213,24.16521329,3.464101615,11718,632,2.056632883,1.408261374,2.712506571,0.607176005,0.640825014
2_Drawing of 22_particle_1,0.763250805,2.424558976,0.148303237,1.237295095,82.96006084,3.464101615,11907,574,1.405190172,1.35533828,2.201970859,0.673898076,0.764567132
2_Drawing of 22_particle_2,0.931716564,2.189572412,0.163611636,1.47550524,94.03796938,3.872983346,11774,510,1.041360841,1.331155769,1.757949749,0.754217789,0.774278843
2_Drawing of 22_particle_3,0.662148784,2.133824071,0.106236074,1.879505409,56.88751108,3.872983346,11842,554,1.619073002,1.45889357,2.062455604,0.696318118,0.67898806
2_Drawing of 22_particle_4,0.657148405,2.24019595,0.143765788,1.483592259,61.93397157,3.872983346,11884,562,1.653141097,1.450194762,2.114950094,0.687622277,0.690808387
2_Drawing of 22_particle_5,0.790825538,1.925713001,0.272283109,1.604222094,182.7083547,3.872983346,11900,592,1.243705085,1.709929582,2.343616722,0.653215838,0.680842175
2_Drawing of 23_particle_1,0.898118823,1.477796081,0.23519323,0.946521787,70.22110223,3.0,11840,566,1.205911044,1.642048016,2.153135175,0.681497633,0.639526573
2_Drawing of 23_particle_2,0.699951825,1.936516862,0.071359492,1.001646025,65.98893099,3.0,11812,548,1.559116614,1.347457909,2.023148748,0.703049806,0.751410262
2_Drawing of 23_particle_3,0.448487195,2.21213592,0.116232679,1.368237183,33.35338277,4.0,11837,614,2.424667711,1.326837539,2.53445877,0.628141352,0.582252961
2_Drawing of 23_particle_4,0.622507656,1.702328291,0.144524545,0.933583967,40.572105,4.472135955,11940,558,1.782101156,1.482910267,2.075172517,0.694181278,0.614516717
2_Drawing of 23_particle_5,0.556742867,1.858182367,0.157789337,1.412188037,41.91335804,3.464101615,11984,614,1.875379756,1.406687014,2.503370199,0.632029662,0.599501865
2_Drawing of 23_particle_6,0.629517902,2.036762667,0.164282964,0.823179579,47.55849498,3.0,12678,606,1.599339738,1.479639981,2.305072751,0.658654528,0.667717274
2_Drawing of 23_particle_7,0.508934089,1.709051665,0.133690494,1.526210039,90.72036842,3.0,12220,626,2.203145215,1.454018657,2.551923178,0.625988279,0.620172187
2_Drawing of 24_particle_1,0.444970286,2.253060666,0.142114103,1.739049486,56.24595788,4.898979486,12507,668,2.485552198,1.424119688,2.839160283,0.593478574,0.554459171
2_Drawing of 24_particle_2,0.6860668,2.643636598,0.143537312,1.322655929,38.50528427,5.477225575,12474,596,1.568729733,1.428469799,2.266088755,0.664295854,0.669639375
2_Drawing of 24_particle_3,0.784802358,2.113314158,0.087993516,0.656123898,28.30249261,3.464101615,12525,584,1.407373328,1.336017573,2.166896139,0.679330247,0.760369526
2_Drawing of 24_particle_4,0.874795475,2.104868503,0.10066201,0.613588902,90.34595865,5.196152423,12468,548,1.137254569,1.300066934,1.916701397,0.722308574,0.809654002
2_Drawing of 24_particle_5,0.40396408,2.609907227,0.141304829,1.163491571,33.14815979,4.0,12674,644,2.835545876,1.295930273,2.604043099,0.619692038,0.547537823
2_Drawing of 25_particle_1,0.465039028,1.522309226,0.102131089,1.637466216,71.11432589,2.449489743,12349,598,2.382421246,1.437092175,2.304415105,0.658748506,0.593401724
2_Drawing of 25_particle_2,0.668221877,1.90746188,0.129576152,1.899601444,56.11907425,3.0,12268,586,1.588919613,1.392157004,2.227468652,0.670029925,0.738531968
2_Drawing of 25_particle_3,0.805077893,1.736078839,0.10316511,0.795284828,43.38257679,3.0,12932,566,1.32215791,1.362122132,1.971320791,0.712231781,0.709753455
2_Drawing of 25_particle_4,0.685048762,1.646156168,0.125608115,1.040718575,33.70303113,3.0,12324,570,1.58137661,1.572069183,2.097916302,0.690408169,0.69081495
2_Drawing of 25_particle_5,0.649450497,2.040337412,0.140104355,1.23330599,77.93901311,3.464101615,12794,604,1.661498448,1.664799337,2.269121061,0.663851845,0.641839907
2_Drawing of 25_particle_6,0.680996656,2.187904909,0.205493087,1.064661312,100.293214,3.464101615,12280,584,1.425589542,1.521051348,2.210128187,0.672653286,0.626915351
2_Drawing of 25_particle_7,0.54051601,1.96175906,0.123352518,1.24842273,34.11748888,3.464101615,12305,592,2.0508217,1.512663601,2.26648021,0.664238485,0.610645743
2_Drawing of 26_particle_1,0.555696255,1.659761677,0.132733392,1.498177417,44.96146072,3.464101615,12743,616,1.929121026,1.408863828,2.369626386,0.649621009,0.569550626
2_Drawing of 26_particle_2,0.69561458,1.94006644,0.121237346,1.18367189,41.29096963,4.0,12730,560,1.578526214,1.483276927,1.96036882,0.714218519,0.72239912
2_Drawing of 26_particle_3,0.324970083,1.634861067,0.184338778,2.418996225,121.3639064,4.582575695,12818,686,3.57849482,1.246593499,2.921582134,0.58504726,0.505152843
2_Drawing of 26_particle_4,0.491025146,2.093756054,0.148707833,2.104471251,82.70799507,3.0,13389,676,2.315361545,1.327523148,2.716035151,0.606781466,0.606577615
2_Drawing of 26_particle_5,0.636626319,1.897616496,0.122766021,1.372205918,55.39803669,3.464101615,12777,598,1.741159854,1.314321379,2.22722252,0.670066947,0.701894584
2_Drawing of 27_particle_1,0.578057244,1.595698197,0.103842272,0.811701989,34.50062515,3.0,12666,576,1.99272118,1.344194946,2.084469856,0.692631423,0.659760483
2_Drawing of 27_particle_2,0.815080818,1.293525444,0.081013032,1.34544399,60.65953654,3.872983346,12717,544,1.22846298,1.343508018,1.851839162,0.734849441,0.821472975
2_Drawing of 27_particle_3,0.673859606,1.363911261,0.166536111,0.840519226,187.4965656,3.464101615,12653,560,1.610020712,1.357054486,1.97229867,0.712055195,0.695906773
2_Drawing of 27_particle_4,0.867773265,1.632828607,0.079705084,0.751308168,28.77767989,3.464101615,12795,546,1.242945533,1.333716769,1.854108441,0.734399605,0.845932174
2_Drawing of 27_particle_5,0.703638446,2.17173091,0.115089002,0.556985113,44.12833973,3.0,12845,574,1.543566613,1.388504637,2.041172987,0.699938841,0.743193617
2_Drawing of 27_particle_6,0.824713328,1.76765511,0.076360934,1.041680082,80.74779617,3.464101615,12860,552,1.295304156,1.403219172,1.885503413,0.728259802,0.79791838
2_Drawing of 27_particle_7,0.741116569,2.233865476,0.106346821,1.022696072,40.50613694,3.464101615,12834,560,1.344119228,1.35288329,1.94448302,0.717130052,0.744083803
2_Drawing of 28_particle_1,0.893884477,1.723449351,0.157849472,1.729011798,44.15609864,4.582575695,12969,570,1.176768347,1.277469405,1.993578572,0.708244681,0.736449303
2_Drawing of 28_particle_2,0.841126729,2.449438017,0.137281961,1.993084471,63.39162732,2.449489743,12971,558,1.289386994,1.406962715,1.910227419,0.723531532,0.811961777
2_Drawing of 28_particle_3,0.872913149,2.120096661,0.129712739,0.694033969,14.45550301,3.0,12976,560,1.186494525,1.369527599,1.923203998,0.721086431,0.762212536
2_Drawing of 29_particle_1,0.829410102,1.74007206,0.184651087,1.242188045,47.29089108,4.242640687,13124,538,1.344013374,1.516403993,1.755045845,0.754841497,0.735499814
2_Drawing of 29_particle_2,0.562902273,1.864815653,0.110945095,0.934809386,158.6801781,3.0,13255,580,1.948190405,1.296312391,2.019604785,0.703666385,0.677826193
2_Drawing of 29_particle_3,0.916238738,1.913659214,0.101082543,0.924810285,39.75906415,3.0,13666,578,1.135663381,1.302208369,1.945379775,0.716964747,0.751988402
2_Drawing of 29_particle_4,0.790320032,1.85945175,0.128550448,0.92715271,86.89658233,3.464101615,13256,582,1.321159087,1.458470088,2.033403702,0.701274739,0.762224648
2_Drawing of 3_particle_1,0.601538295,1.878848002,0.135992987,1.540053458,85.53777007,3.872983346,7985,474,1.74019911,1.449157059,2.239091797,0.668288597,0.682406412
2_Drawing of 3_particle_2,0.784132843,1.846520034,0.123359568,1.36892896,65.6880232,3.464101615,8004,472,1.308141075,1.290890246,2.214965945,0.671918306,0.74224689
2_Drawing of 3_particle_3,0.372055849,2.15837451,0.118957026,0.782610556,29.32588351,4.0,8103,510,3.103448276,1.288411699,2.554374966,0.625687783,0.534032394
2_Drawing of 3_particle_4,0.863274881,2.03572291,0.148650059,1.037482876,122.0196306,3.0,8085,452,1.258377381,1.478693496,2.010883828,0.705190591,0.744220181
2_Drawing of 3_particle_5,0.499226637,1.597947947,0.096074542,1.179978735,101.6694165,3.464101615,8171,472,2.128052006,1.441793945,2.169696172,0.678891762,0.617260913
2_Drawing of 3_particle_6,0.633403945,1.873338752,0.136185161,0.852659839,30.32357411,3.0,8209,466,1.599235833,1.395714563,2.105095068,0.689229953,0.655482035
2_Drawing of 3_particle_7,0.648396132,2.131296096,0.096251346,1.528138268,169.0957349,3.0,8261,480,1.672593724,1.465754267,2.219422521,0.671243365,0.688424671
2_Drawing of 30_particle_1,0.702997516,1.886737911,0.079174525,0.861803898,57.99336342,3.0,13516,580,1.542394268,1.418365611,1.980605314,0.710560449,0.716979532
2_Drawing of 30_particle_2,0.994718926,2.157115927,0.063889583,0.673017152,35.55786925,4.0,13441,564,1.043586393,1.209982018,1.883288103,0.728688002,0.866878743
2_Drawing of 30_particle_3,0.573313053,1.349764643,0.192657622,0.941192158,33.10739898,3.0,13518,582,1.944324528,1.330536177,1.993993155,0.708171049,0.638286639
2_Drawing of 31_particle_1,0.828947147,2.229309846,0.118196002,1.303911627,97.1968136,4.0,13574,574,1.217692098,1.157821199,1.931550539,0.719526779,0.781520488
2_Drawing of 31_particle_2,0.887419406,1.882227912,0.089186189,0.812591985,60.71459137,4.0,13813,568,1.060711258,1.243143366,1.858655048,0.733500817,0.81253499
2_Drawing of 31_particle_4,0.854665722,1.289519844,0.124183485,2.273348694,57.22485613,4.0,13565,540,1.194315003,1.343580348,1.710636985,0.764576721,0.837839727
2_Drawing of 31_particle_5,0.712937109,2.910799801,0.092424125,1.260564945,33.01741722,4.472135955,13660,586,1.515161015,1.454656419,2.000482095,0.707021573,0.719077476
2_Drawing of 31_particle_6,0.752196406,1.95130906,0.145658541,1.165325656,66.75126203,4.0,13671,564,1.491984238,1.391122202,1.851603788,0.734896146,0.614695374
2_Drawing of 31_particle_7,0.639586759,1.471995238,0.142849643,0.869766887,27.49848239,3.464101615,13765,578,1.691770913,1.279837784,1.931388304,0.719556998,0.664973451
2_Drawing of 32_particle_1,0.544169262,1.723737985,0.105590498,1.120148739,49.21065033,5.291502622,13598,630,2.103304399,1.516417846,2.322716462,0.656148138,0.579660047
2_Drawing of 32_particle_2,0.749930821,1.622240001,0.10164621,1.156134969,40.20382103,4.0,13600,564,1.399004451,1.367942539,1.861270249,0.732985329,0.734260789
2_Drawing of 32_particle_3,0.752644183,2.067335375,0.168192125,1.719422212,37.52401397,3.0,13544,588,1.358605834,1.454762847,2.031411202,0.701618575,0.673620821
2_Drawing of 32_particle_4,0.769400545,1.327897828,0.061840323,1.316564253,55.21406605,4.898979486,13588,532,1.394092193,1.25329145,1.657516508,0.776731769,0.764178959
2_Drawing of 33_particle_1,0.70700805,1.402733155,0.101519416,1.533074223,69.81985516,3.464101615,13827,572,1.536669156,1.302779409,1.883016956,0.728740464,0.78593573
2_Drawing of 33_particle_2,0.70728161,1.801608264,0.177109243,0.89416582,62.98886075,3.464101615,13880,604,1.512737822,1.298052884,2.091580321,0.691453097,0.681605842
2_Drawing of 33_particle_3,0.504028845,2.566150772,0.183397435,0.658663284,29.82680331,4.0,13862,630,2.279199717,1.232953729,2.278480627,0.662486953,0.581562536
2_Drawing of 33_particle_4,0.657815915,2.249331601,0.090215197,1.4038956,128.5383817,3.464101615,14576,614,1.68328904,1.307081037,2.058204477,0.697036854,0.692736935
2_Drawing of 33_particle_5,0.833951398,2.310044303,0.163729238,0.793379449,52.55414991,3.0,13955,604,1.288717473,1.514351032,2.080339295,0.6933187,0.697517139
2_Drawing of 33_particle_6,0.65944333,2.483057946,0.084856114,1.096838434,69.50148884,3.464101615,13956,630,1.709018706,1.316866504,2.263134025,0.664729363,0.721123878
2_Drawing of 34_particle_1,0.536588108,1.633897619,0.091388852,1.492604958,152.9614089,3.464101615,14191,642,2.143425811,1.403703911,2.311251426,0.657773547,0.620165322
2_Drawing of 34_particle_2,0.613686587,1.740185885,0.128597394,1.013825273,28.6043126,3.464101615,14669,630,1.917362011,1.38682761,2.153132351,0.68149808,0.638173065
2_Drawing of 34_particle_3,0.671663509,2.02789307,0.113457701,0.796572874,64.2081069,4.898979486,14195,616,1.548369109,1.348268662,2.127238397,0.685633325,0.720361588
2_Drawing of 34_particle_4,0.832412626,1.974657762,0.096831566,1.420390224,103.819561,4.472135955,14362,616,1.262424179,1.28765336,2.102503067,0.689654669,0.790365157
2_Drawing of 34_particle_5,0.631764063,2.043836776,0.083736107,1.243167354,41.61897698,4.0,14239,616,1.691408508,1.357160822,2.120665008,0.686695126,0.675055794
2_Drawing of 35_particle_1,0.771131975,1.787918773,0.207775097,0.661484263,24.13824858,3.0,15084,614,1.312409897,1.419893209,1.988888124,0.709079325,0.706577466
2_Drawing of 35_particle_2,0.928856169,1.212596164,0.038507308,0.855329037,66.5589321,4.582575695,14325,556,1.094890479,1.243790787,1.717295724,0.763092975,0.884259522
2_Drawing of 35_particle_3,0.726152128,1.853348413,0.081312318,1.55149909,46.38987492,5.916079783,14422,576,1.418324361,1.390188582,1.83066809,0.739086372,0.752375862
2_Drawing of 35_particle_4,0.898316684,2.073761944,0.06035815,1.421418129,91.12351995,3.872983346,14407,594,1.117960917,1.351062507,1.948899615,0.716317011,0.82421972
2_Drawing of 35_particle_5,0.881054559,2.272314044,0.177530066,0.818235913,125.1975508,3.872983346,14418,604,1.187151937,1.327465042,2.013534114,0.70472634,0.697664396
2_Drawing of 35_particle_6,0.67981522,2.03054242,0.121403963,1.015209419,37.34323521,3.464101615,14468,598,1.653258154,1.335422135,1.966907806,0.713030321,0.697856017
2_Drawing of 35_particle_7,0.723446869,1.725994651,0.114926158,1.018788208,192.6531303,4.898979486,14794,608,1.560610485,1.310135604,1.988436288,0.709159883,0.664451383
2_Drawing of 36_particle_1,0.812612586,2.207213469,0.190412402,0.833091287,54.05389794,3.872983346,14711,604,1.254619491,1.329363424,1.973430417,0.711850986,0.680757122
2_Drawing of 36_particle_2,0.843610206,1.88937954,0.094206043,0.911751587,34.01327829,4.582575695,14602,586,1.255904074,1.313984422,1.871427573,0.730993454,0.823850718
2_Drawing of 36_particle_3,0.663721579,1.240549353,0.080125648,0.854739338,34.77743066,4.0,15048,588,1.593291816,1.398817824,1.828378078,0.739549073,0.684636341
2_Drawing of 36_particle_4,0.789126668,1.725434965,0.13338722,0.62789247,63.31745196,3.464101615,14678,610,1.343029417,1.286533157,2.017357757,0.704058164,0.768257624
2_Drawing of 36_particle_5,0.85197623,1.846204008,0.255744604,0.946876189,101.1909936,3.464101615,15242,610,1.174200686,1.377044023,1.942709432,0.717457328,0.730233096
2_Drawing of 36_particle_6,0.811698531,2.082654025,0.134880861,0.505464297,32.67244742,4.242640687,14766,606,1.338261583,1.299661583,1.979121789,0.710826712,0.753004598
2_Drawing of 37_particle_1,0.837116295,1.455621274,0.144724342,1.456326558,43.24122937,3.0,14577,586,1.269461049,1.353405667,1.874637128,0.730367421,0.732709917
2_Drawing of 37_particle_2,0.964388544,1.680314816,0.173849996,1.564471906,33.15187134,3.0,14585,564,1.022556391,1.240178265,1.735569104,0.759065136,0.716276496
2_Drawing of 37_particle_3,0.398819107,1.414148543,0.136381427,2.703914906,484.702385,4.242640687,14803,758,2.925770311,1.295303575,3.088721905,0.568997811,0.572186086
2_Drawing of 37_particle_4,0.567344345,2.02836809,0.131289032,1.676455381,63.7233057,3.872983346,14831,620,1.777461256,1.392739372,2.062543326,0.69630331,0.670099388
2_Drawing of 37_particle_5,0.736043732,1.67690082,0.171947442,1.185381598,41.9863796,3.0,16221,636,1.43827792,1.400356175,1.984388689,0.709882759,0.6606662
2_Drawing of 37_particle_6,0.545371321,1.935577078,0.128178267,0.441603222,59.07702654,3.464101615,14821,682,1.923491671,1.512533923,2.497361303,0.632789568,0.616790352
2_Drawing of 37_particle_7,0.690704968,2.193498192,0.111785847,1.23662054,55.84211013,4.472135955,15240,620,1.558467937,1.302478111,2.007190293,0.705839122,0.73631964
